https://vo_agam_output.cog.sanger.ac.uk/AB0085-Cx.gatk.zarr.zip	gambiae
https://vo_agam_output.cog.sanger.ac.uk/AB0086-Cx.gatk.zarr.zip	gambiae
https://vo_agam_output.cog.sanger.ac.uk/AB0096-C.gatk.zarr.zip	gambiae
https://vo_agam_output.cog.sanger.ac.uk/AB0103-C.gatk.zarr.zip	gambiae
https://vo_agam_output.cog.sanger.ac.uk/AB0104-Cx.gatk.zarr.zip	gambiae
https://vo_agam_output.cog.sanger.ac.uk/AB0116-C.gatk.zarr.zip	gambiae
https://vo_agam_output.cog.sanger.ac.uk/AB0117-C.gatk.zarr.zip	gambiae
https://vo_agam_output.cog.sanger.ac.uk/AB0118-C.gatk.zarr.zip	gambiae
https://vo_agam_output.cog.sanger.ac.uk/AB0119-C.gatk.zarr.zip	gambiae
https://vo_agam_output.cog.sanger.ac.uk/AB0126-Cx.gatk.zarr.zip	gambiae
https://vo_agam_output.cog.sanger.ac.uk/AB0127-C.gatk.zarr.zip	gambiae
https://vo_agam_output.cog.sanger.ac.uk/AB0128-C.gatk.zarr.zip	gambiae
https://vo_agam_output.cog.sanger.ac.uk/AB0129-C.gatk.zarr.zip	gambiae
https://vo_agam_output.cog.sanger.ac.uk/AB0130-Cx.gatk.zarr.zip	gambiae
https://vo_agam_output.cog.sanger.ac.uk/AB0131-Cx.gatk.zarr.zip	gambiae
https://vo_agam_output.cog.sanger.ac.uk/AB0133-C.gatk.zarr.zip	gambiae
https://vo_agam_output.cog.sanger.ac.uk/AB0134-C.gatk.zarr.zip	gambiae
https://vo_agam_output.cog.sanger.ac.uk/AB0135-C.gatk.zarr.zip	gambiae
https://vo_agam_output.cog.sanger.ac.uk/AB0136-Cx.gatk.zarr.zip	gambiae
https://vo_agam_output.cog.sanger.ac.uk/AB0143-Cx.gatk.zarr.zip	gambiae
https://vo_agam_output.cog.sanger.ac.uk/AB0144-C.gatk.zarr.zip	gambiae
https://vo_agam_output.cog.sanger.ac.uk/AB0145-C.gatk.zarr.zip	gambiae
https://vo_agam_output.cog.sanger.ac.uk/AB0146-Cx.gatk.zarr.zip	gambiae
https://vo_agam_output.cog.sanger.ac.uk/AB0147-C.gatk.zarr.zip	gambiae
https://vo_agam_output.cog.sanger.ac.uk/AB0148-Cx.gatk.zarr.zip	gambiae
https://vo_agam_output.cog.sanger.ac.uk/AB0150-Cx.gatk.zarr.zip	gambiae
https://vo_agam_output.cog.sanger.ac.uk/AB0151-Cx.gatk.zarr.zip	gambiae
https://vo_agam_output.cog.sanger.ac.uk/AB0153-C.gatk.zarr.zip	gambiae
https://vo_agam_output.cog.sanger.ac.uk/AB0155-Cx.gatk.zarr.zip	gambiae
https://vo_agam_output.cog.sanger.ac.uk/AB0157-Cx.gatk.zarr.zip	gambiae
https://vo_agam_output.cog.sanger.ac.uk/AB0158-Cx.gatk.zarr.zip	gambiae
https://vo_agam_output.cog.sanger.ac.uk/AB0159-C.gatk.zarr.zip	gambiae
https://vo_agam_output.cog.sanger.ac.uk/AB0160-Cx.gatk.zarr.zip	gambiae
https://vo_agam_output.cog.sanger.ac.uk/AB0161-C.gatk.zarr.zip	gambiae
https://vo_agam_output.cog.sanger.ac.uk/AB0162-C.gatk.zarr.zip	gambiae
https://vo_agam_output.cog.sanger.ac.uk/AB0164-C.gatk.zarr.zip	gambiae
https://vo_agam_output.cog.sanger.ac.uk/AB0165-C.gatk.zarr.zip	gambiae
https://vo_agam_output.cog.sanger.ac.uk/AB0166-C.gatk.zarr.zip	gambiae
https://vo_agam_output.cog.sanger.ac.uk/AB0167-C.gatk.zarr.zip	gambiae
https://vo_agam_output.cog.sanger.ac.uk/AB0169-C.gatk.zarr.zip	gambiae
https://vo_agam_output.cog.sanger.ac.uk/AB0170-C.gatk.zarr.zip	gambiae
https://vo_agam_output.cog.sanger.ac.uk/AB0171-Cx.gatk.zarr.zip	gambiae
https://vo_agam_output.cog.sanger.ac.uk/AB0172-Cx.gatk.zarr.zip	gambiae
https://vo_agam_output.cog.sanger.ac.uk/AB0173-C.gatk.zarr.zip	gambiae
https://vo_agam_output.cog.sanger.ac.uk/AB0174-C.gatk.zarr.zip	gambiae
https://vo_agam_output.cog.sanger.ac.uk/AB0175-Cx.gatk.zarr.zip	gambiae
https://vo_agam_output.cog.sanger.ac.uk/AB0176-Cx.gatk.zarr.zip	gambiae
https://vo_agam_output.cog.sanger.ac.uk/AB0177-C.gatk.zarr.zip	gambiae
https://vo_agam_output.cog.sanger.ac.uk/AB0178-C.gatk.zarr.zip	gambiae
